trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
1841738,06:55:00,06:56:00,W10-2,5,San Francisco / Richmond,,,
1841738,06:59:00,07:00:00,M90-2,6,Richmond,,,
1841738,07:03:00,07:03:00,M80-2,7,Richmond,,,
1841738,07:05:00,07:06:00,M70-2,8,Richmond,,,
1841738,07:08:00,07:08:00,M60-2,9,Richmond,,,
1841738,07:10:00,07:10:00,M50-2,10,Richmond,,,
1841738,07:12:00,07:13:00,M40-2,11,Richmond,,,
1841738,07:14:00,07:15:00,M30-2,12,Richmond,,,
1841738,07:16:00,07:16:00,M20-2,13,Richmond,,,
1841738,07:17:00,07:18:00,M16-2,14,Richmond,,,
1841738,07:24:00,07:25:00,M10-2,15,Richmond,,,
1841738,07:28:00,07:29:00,K10-1,16,Richmond,,,
1841738,07:30:00,07:31:00,K20-1,17,Richmond,,,
1841738,07:34:00,07:35:00,K30-1,18,Richmond,,,
1841738,07:38:00,07:38:00,R10-1,19,Richmond,,,
1841738,07:40:00,07:40:00,R20-1,20,Richmond,,,
1841738,07:42:00,07:43:00,R30-1,21,Richmond,,,
1841738,07:45:00,07:46:00,R40-1,22,Richmond,,,
1841738,07:48:00,07:49:00,R50-1,23,Richmond,,,
1841738,07:53:00,07:56:00,R60-1,24,Richmond,,,
1841739,06:59:00,06:59:00,W40-3,0,,,,
1841739,07:03:00,07:04:00,Y10-2,1,,,,
1841739,07:06:00,07:06:00,Y10-2,2,,,,
1841739,07:09:00,07:09:00,W30-2,3,San Francisco / Richmond,,,
1841739,07:12:00,07:13:00,W20-2,4,San Francisco / Richmond,,,
1841739,07:15:00,07:16:00,W10-2,5,San Francisco / Richmond,,,
1841739,07:19:00,07:20:00,M90-2,6,Richmond,,,
1841739,07:23:00,07:23:00,M80-2,7,Richmond,,,
1841739,07:25:00,07:26:00,M70-2,8,Richmond,,,
1841739,07:28:00,07:28:00,M60-2,9,Richmond,,,
1841739,07:30:00,07:30:00,M50-2,10,Richmond,,,
1841739,07:32:00,07:33:00,M40-2,11,Richmond,,,
1841739,07:34:00,07:35:00,M30-2,12,Richmond,,,
1841739,07:36:00,07:36:00,M20-2,13,Richmond,,,
1841739,07:37:00,07:38:00,M16-2,14,Richmond,,,
1841739,07:44:00,07:45:00,M10-2,15,Richmond,,,
1841739,07:48:00,07:49:00,K10-1,16,Richmond,,,
1841739,07:50:00,07:51:00,K20-1,17,Richmond,,,
1841739,07:54:00,07:55:00,K30-1,18,Richmond,,,
1841739,07:58:00,07:58:00,R10-1,19,Richmond,,,
1841739,08:00:00,08:00:00,R20-1,20,Richmond,,,
1841739,08:02:00,08:03:00,R30-1,21,Richmond,,,
1841739,08:05:00,08:06:00,R40-1,22,Richmond,,,
1841739,08:08:00,08:09:00,R50-1,23,Richmond,,,
1841739,08:13:00,08:16:00,R60-1,24,Richmond,,,
1841740,07:19:00,07:19:00,W40-3,0,,,,
1841740,07:23:00,07:24:00,Y10-2,1,,,,
1841740,07:26:00,07:26:00,Y10-2,2,,,,
1841740,07:29:00,07:29:00,W30-2,3,San Francisco / Richmond,,,
1841740,07:32:00,07:33:00,W20-2,4,San Francisco / Richmond,,,
1841740,07:35:00,07:36:00,W10-2,5,San Francisco / Richmond,,,
1841740,07:39:00,07:40:00,M90-2,6,Richmond,,,
1841740,07:43:00,07:43:00,M80-2,7,Richmond,,,
1841740,07:45:00,07:46:00,M70-2,8,Richmond,,,
1841740,07:48:00,07:48:00,M60-2,9,Richmond,,,
1841740,07:50:00,07:50:00,M50-2,10,Richmond,,,
1841740,07:52:00,07:53:00,M40-2,11,Richmond,,,
1841740,07:54:00,07:55:00,M30-2,12,Richmond,,,
1841740,07:56:00,07:56:00,M20-2,13,Richmond,,,
1841740,07:57:00,07:58:00,M16-2,14,Richmond,,,
1841740,08:04:00,08:05:00,M10-2,15,Richmond,,,
1841740,08:08:00,08:09:00,K10-1,16,Richmond,,,
1841740,08:10:00,08:11:00,K20-1,17,Richmond,,,
1841740,08:14:00,08:15:00,K30-1,18,Richmond,,,
1841740,08:18:00,08:18:00,R10-1,19,Richmond,,,
1841740,08:20:00,08:20:00,R20-1,20,Richmond,,,
1841740,08:22:00,08:23:00,R30-1,21,Richmond,,,
1841740,08:25:00,08:26:00,R40-1,22,Richmond,,,
1841740,08:28:00,08:29:00,R50-1,23,Richmond,,,
1841740,08:33:00,08:36:00,R60-1,24,Richmond,,,
1841741,07:39:00,07:39:00,W40-3,0,,,,
1841741,07:43:00,07:44:00,Y10-2,1,,,,
1841741,07:46:00,07:46:00,Y10-2,2,,,,
1841741,07:49:00,07:49:00,W30-2,3,San Francisco / Richmond,,,
1841741,07:52:00,07:53:00,W20-2,4,San Francisco / Richmond,,,
1841741,07:55:00,07:56:00,W10-2,5,San Francisco / Richmond,,,
1841741,07:59:00,08:00:00,M90-2,6,Richmond,,,
1841741,08:03:00,08:03:00,M80-2,7,Richmond,,,
1841741,08:05:00,08:06:00,M70-2,8,Richmond,,,
1841741,08:08:00,08:08:00,M60-2,9,Richmond,,,
1841741,08:10:00,08:10:00,M50-2,10,Richmond,,,
1841741,08:12:00,08:13:00,M40-2,11,Richmond,,,
1841741,08:14:00,08:15:00,M30-2,12,Richmond,,,
1841741,08:16:00,08:16:00,M20-2,13,Richmond,,,
1841741,08:17:00,08:18:00,M16-2,14,Richmond,,,
1841741,08:24:00,08:25:00,M10-2,15,Richmond,,,
1841741,08:28:00,08:29:00,K10-1,16,Richmond,,,
1841741,08:30:00,08:31:00,K20-1,17,Richmond,,,
1841741,08:34:00,08:35:00,K30-1,18,Richmond,,,
1841741,08:38:00,08:38:00,R10-1,19,Richmond,,,
1841741,08:40:00,08:40:00,R20-1,20,Richmond,,,
1841741,08:42:00,08:43:00,R30-1,21,Richmond,,,
1841741,08:45:00,08:46:00,R40-1,22,Richmond,,,
1841741,08:48:00,08:49:00,R50-1,23,Richmond,,,
1841741,08:53:00,08:56:00,R60-1,24,Richmond,,,
1841742,07:59:00,07:59:00,W40-3,0,,,,
1841742,08:03:00,08:04:00,Y10-2,1,,,,
1841742,08:06:00,08:06:00,Y10-2,2,,,,
1841742,08:09:00,08:09:00,W30-2,3,San Francisco / Richmond,,,
1841742,08:12:00,08:13:00,W20-2,4,San Francisco / Richmond,,,
1841742,08:15:00,08:16:00,W10-2,5,San Francisco / Richmond,,,
1841742,08:19:00,08:20:00,M90-2,6,Richmond,,,
1841742,08:23:00,08:23:00,M80-2,7,Richmond,,,
1841742,08:25:00,08:26:00,M70-2,8,Richmond,,,
1841742,08:28:00,08:28:00,M60-2,9,Richmond,,,
1841742,08:30:00,08:30:00,M50-2,10,Richmond,,,
1841742,08:32:00,08:33:00,M40-2,11,Richmond,,,
1841742,08:34:00,08:35:00,M30-2,12,Richmond,,,
1841742,08:36:00,08:36:00,M20-2,13,Richmond,,,
1841742,08:37:00,08:38:00,M16-2,14,Richmond,,,
1841742,08:44:00,08:45:00,M10-2,15,Richmond,,,
1841742,08:48:00,08:49:00,K10-1,16,Richmond,,,
1841742,08:50:00,08:51:00,K20-1,17,Richmond,,,
1841742,08:54:00,08:55:00,K30-1,18,Richmond,,,
1841742,08:58:00,08:58:00,R10-1,19,Richmond,,,
1841742,09:00:00,09:00:00,R20-1,20,Richmond,,,
1841742,09:02:00,09:03:00,R30-1,21,Richmond,,,
1841742,09:05:00,09:06:00,R40-1,22,Richmond,,,
1841742,09:08:00,09:09:00,R50-1,23,Richmond,,,
1841742,09:13:00,09:16:00,R60-1,24,Richmond,,,
1841743,08:19:00,08:19:00,W40-3,0,,,,
1841743,08:23:00,08:24:00,Y10-2,1,,,,
1841743,08:26:00,08:26:00,Y10-2,2,,,,
1841743,08:29:00,08:29:00,W30-2,3,San Francisco / Richmond,,,
1841743,08:32:00,08:33:00,W20-2,4,San Francisco / Richmond,,,
1841743,08:35:00,08:36:00,W10-2,5,San Francisco / Richmond,,,
1841743,08:39:00,08:40:00,M90-2,6,Richmond,,,
1841743,08:43:00,08:43:00,M80-2,7,Richmond,,,
1841743,08:45:00,08:46:00,M70-2,8,Richmond,,,
1841743,08:48:00,08:48:00,M60-2,9,Richmond,,,
1841743,08:50:00,08:50:00,M50-2,10,Richmond,,,
1841743,08:52:00,08:53:00,M40-2,11,Richmond,,,
1841743,08:54:00,08:55:00,M30-2,12,Richmond,,,
1841743,08:56:00,08:56:00,M20-2,13,Richmond,,,
1841743,08:57:00,08:58:00,M16-2,14,Richmond,,,
1841743,09:04:00,09:05:00,M10-2,15,Richmond,,,
1841743,09:08:00,09:09:00,K10-1,16,Richmond,,,
1841743,09:10:00,09:11:00,K20-1,17,Richmond,,,
1841743,09:14:00,09:15:00,K30-1,18,Richmond,,,
1841743,09:18:00,09:18:00,R10-1,19,Richmond,,,
1841743,09:20:00,09:20:00,R20-1,20,Richmond,,,
1841743,09:22:00,09:23:00,R30-1,21,Richmond,,,
1841743,09:25:00,09:26:00,R40-1,22,Richmond,,,
1841743,09:28:00,09:29:00,R50-1,23,Richmond,,,
1841743,09:33:00,09:36:00,R60-1,24,Richmond,,,
1841744,08:39:00,08:39:00,W40-3,0,,,,
1841744,08:43:00,08:44:00,Y10-2,1,,,,
1841744,08:46:00,08:46:00,Y10-2,2,,,,
1841744,08:49:00,08:49:00,W30-2,3,San Francisco / Richmond,,,
1841744,08:52:00,08:53:00,W20-2,4,San Francisco / Richmond,,,
1841744,08:55:00,08:56:00,W10-2,5,San Francisco / Richmond,,,
1841744,08:59:00,09:00:00,M90-2,6,Richmond,,,
1841744,09:03:00,09:03:00,M80-2,7,Richmond,,,
1841744,09:05:00,09:06:00,M70-2,8,Richmond,,,
1841744,09:08:00,09:08:00,M60-2,9,Richmond,,,
1841744,09:10:00,09:10:00,M50-2,10,Richmond,,,
1841744,09:12:00,09:13:00,M40-2,11,Richmond,,,
1841744,09:14:00,09:15:00,M30-2,12,Richmond,,,
1841744,09:16:00,09:16:00,M20-2,13,Richmond,,,
1841744,09:17:00,09:18:00,M16-2,14,Richmond,,,
1841744,09:24:00,09:25:00,M10-2,15,Richmond,,,
1841744,09:28:00,09:29:00,K10-1,16,Richmond,,,
1841744,09:30:00,09:31:00,K20-1,17,Richmond,,,
1841744,09:34:00,09:35:00,K30-1,18,Richmond,,,
1841744,09:38:00,09:38:00,R10-1,19,Richmond,,,
1841744,09:40:00,09:40:00,R20-1,20,Richmond,,,
1841744,09:42:00,09:43:00,R30-1,21,Richmond,,,
1841744,09:45:00,09:46:00,R40-1,22,Richmond,,,
1841744,09:48:00,09:49:00,R50-1,23,Richmond,,,
1841744,09:53:00,09:56:00,R60-1,24,Richmond,,,
1841745,08:59:00,08:59:00,W40-3,0,,,,
1841745,09:03:00,09:04:00,Y10-2,1,,,,
1841745,09:06:00,09:06:00,Y10-2,2,,,,
1841745,09:09:00,09:09:00,W30-2,3,San Francisco / Richmond,,,
1841745,09:12:00,09:13:00,W20-2,4,San Francisco / Richmond,,,
1841745,09:15:00,09:16:00,W10-2,5,San Francisco / Richmond,,,
1841745,09:19:00,09:20:00,M90-2,6,Richmond,,,
1841745,09:23:00,09:23:00,M80-2,7,Richmond,,,
1841745,09:25:00,09:26:00,M70-2,8,Richmond,,,
1841745,09:28:00,09:28:00,M60-2,9,Richmond,,,
1841745,09:30:00,09:30:00,M50-2,10,Richmond,,,
1841745,09:32:00,09:33:00,M40-2,11,Richmond,,,
1841745,09:34:00,09:35:00,M30-2,12,Richmond,,,
1841745,09:36:00,09:36:00,M20-2,13,Richmond,,,
1841745,09:37:00,09:38:00,M16-2,14,Richmond,,,
1841745,09:44:00,09:45:00,M10-2,15,Richmond,,,
1841745,09:48:00,09:49:00,K10-1,16,Richmond,,,
1841745,09:50:00,09:51:00,K20-1,17,Richmond,,,
1841745,09:54:00,09:55:00,K30-1,18,Richmond,,,
1841745,09:58:00,09:58:00,R10-1,19,Richmond,,,
1841745,10:00:00,10:00:00,R20-1,20,Richmond,,,
1841745,10:02:00,10:03:00,R30-1,21,Richmond,,,
1841745,10:05:00,10:06:00,R40-1,22,Richmond,,,
1841745,10:08:00,10:09:00,R50-1,23,Richmond,,,
1841745,10:13:00,10:16:00,R60-1,24,Richmond,,,
1841746,09:19:00,09:19:00,W40-3,0,,,,
1841746,09:23:00,09:24:00,Y10-2,1,,,,
1841746,09:26:00,09:26:00,Y10-2,2,,,,
1841746,09:29:00,09:29:00,W30-2,3,San Francisco / Richmond,,,
1841746,09:32:00,09:33:00,W20-2,4,San Francisco / Richmond,,,
1841746,09:35:00,09:36:00,W10-2,5,San Francisco / Richmond,,,
1841746,09:39:00,09:40:00,M90-2,6,Richmond,,,
1841746,09:43:00,09:43:00,M80-2,7,Richmond,,,
1841746,09:45:00,09:46:00,M70-2,8,Richmond,,,
1841746,09:48:00,09:48:00,M60-2,9,Richmond,,,
1841746,09:50:00,09:50:00,M50-2,10,Richmond,,,
1841746,09:52:00,09:53:00,M40-2,11,Richmond,,,
1841746,09:54:00,09:55:00,M30-2,12,Richmond,,,
1841746,09:56:00,09:56:00,M20-2,13,Richmond,,,
1841746,09:57:00,09:58:00,M16-2,14,Richmond,,,
1841746,10:04:00,10:05:00,M10-2,15,Richmond,,,
1841746,10:08:00,10:09:00,K10-1,16,Richmond,,,
1841746,10:10:00,10:11:00,K20-1,17,Richmond,,,
1841746,10:14:00,10:15:00,K30-1,18,Richmond,,,
1841746,10:18:00,10:18:00,R10-1,19,Richmond,,,
1841746,10:20:00,10:20:00,R20-1,20,Richmond,,,
1841746,10:22:00,10:23:00,R30-1,21,Richmond,,,
1841746,10:25:00,10:26:00,R40-1,22,Richmond,,,
1841746,10:28:00,10:29:00,R50-1,23,Richmond,,,
1841746,10:33:00,10:36:00,R60-1,24,Richmond,,,
1841747,09:39:00,09:39:00,W40-3,0,,,,
1841747,09:43:00,09:44:00,Y10-2,1,,,,
1841747,09:46:00,09:46:00,Y10-2,2,,,,
1841747,09:49:00,09:49:00,W30-2,3,San Francisco / Richmond,,,
1841747,09:52:00,09:53:00,W20-2,4,San Francisco / Richmond,,,
1841747,09:55:00,09:56:00,W10-2,5,San Francisco / Richmond,,,
1841747,09:59:00,10:00:00,M90-2,6,Richmond,,,
1841747,10:03:00,10:03:00,M80-2,7,Richmond,,,
1841747,10:05:00,10:06:00,M70-2,8,Richmond,,,
1841747,10:08:00,10:08:00,M60-2,9,Richmond,,,
1841747,10:10:00,10:10:00,M50-2,10,Richmond,,,
1841747,10:12:00,10:13:00,M40-2,11,Richmond,,,
1841747,10:14:00,10:15:00,M30-2,12,Richmond,,,
1841747,10:16:00,10:16:00,M20-2,13,Richmond,,,
1841747,10:17:00,10:18:00,M16-2,14,Richmond,,,
1841747,10:24:00,10:25:00,M10-2,15,Richmond,,,
1841747,10:28:00,10:29:00,K10-1,16,Richmond,,,
1841747,10:30:00,10:31:00,K20-1,17,Richmond,,,
1841747,10:34:00,10:35:00,K30-1,18,Richmond,,,
1841747,10:38:00,10:38:00,R10-1,19,Richmond,,,
1841747,10:40:00,10:40:00,R20-1,20,Richmond,,,
1841747,10:42:00,10:43:00,R30-1,21,Richmond,,,
1841747,10:45:00,10:46:00,R40-1,22,Richmond,,,
1841747,10:48:00,10:49:00,R50-1,23,Richmond,,,
1841747,10:53:00,10:56:00,R60-1,24,Richmond,,,
1841748,09:59:00,09:59:00,W40-3,0,,,,
1841748,10:03:00,10:04:00,Y10-2,1,,,,
1841748,10:06:00,10:06:00,Y10-2,2,,,,
1841748,10:09:00,10:09:00,W30-2,3,San Francisco / Richmond,,,
1841748,10:12:00,10:13:00,W20-2,4,San Francisco / Richmond,,,
1841748,10:15:00,10:16:00,W10-2,5,San Francisco / Richmond,,,
1841748,10:19:00,10:20:00,M90-2,6,Richmond,,,
1841748,10:23:00,10:23:00,M80-2,7,Richmond,,,
1841748,10:25:00,10:26:00,M70-2,8,Richmond,,,
1841748,10:28:00,10:28:00,M60-2,9,Richmond,,,
1841748,10:30:00,10:30:00,M50-2,10,Richmond,,,
1841748,10:32:00,10:33:00,M40-2,11,Richmond,,,
1841748,10:34:00,10:35:00,M30-2,12,Richmond,,,
1841748,10:36:00,10:36:00,M20-2,13,Richmond,,,
1841748,10:37:00,10:38:00,M16-2,14,Richmond,,,
1841748,10:44:00,10:45:00,M10-2,15,Richmond,,,
1841748,10:48:00,10:49:00,K10-1,16,Richmond,,,
1841748,10:50:00,10:51:00,K20-1,17,Richmond,,,
1841748,10:54:00,10:55:00,K30-1,18,Richmond,,,
1841748,10:58:00,10:58:00,R10-1,19,Richmond,,,
1841748,11:00:00,11:00:00,R20-1,20,Richmond,,,
1841748,11:02:00,11:03:00,R30-1,21,Richmond,,,
1841748,11:05:00,11:06:00,R40-1,22,Richmond,,,
1841748,11:08:00,11:09:00,R50-1,23,Richmond,,,
1841748,11:13:00,11:16:00,R60-1,24,Richmond,,,
1841749,10:19:00,10:19:00,W40-3,0,,,,
1841749,10:23:00,10:24:00,Y10-2,1,,,,
1841749,10:26:00,10:26:00,Y10-2,2,,,,
1841749,10:29:00,10:29:00,W30-2,3,San Francisco / Richmond,,,
1841749,10:32:00,10:33:00,W20-2,4,San Francisco / Richmond,,,
1841749,10:35:00,10:36:00,W10-2,5,San Francisco / Richmond,,,
1841749,10:39:00,10:40:00,M90-2,6,Richmond,,,
1841749,10:43:00,10:43:00,M80-2,7,Richmond,,,
1841749,10:45:00,10:46:00,M70-2,8,Richmond,,,
1841749,10:48:00,10:48:00,M60-2,9,Richmond,,,
1841749,10:50:00,10:50:00,M50-2,10,Richmond,,,
1841749,10:52:00,10:53:00,M40-2,11,Richmond,,,
1841749,10:54:00,10:55:00,M30-2,12,Richmond,,,
1841749,10:56:00,10:56:00,M20-2,13,Richmond,,,
1841749,10:57:00,10:58:00,M16-2,14,Richmond,,,
1841749,11:04:00,11:05:00,M10-2,15,Richmond,,,
1841749,11:08:00,11:09:00,K10-1,16,Richmond,,,
1841749,11:10:00,11:11:00,K20-1,17,Richmond,,,
1841749,11:14:00,11:15:00,K30-1,18,Richmond,,,
1841749,11:18:00,11:18:00,R10-1,19,Richmond,,,
1841749,11:20:00,11:20:00,R20-1,20,Richmond,,,
1841749,11:22:00,11:23:00,R30-1,21,Richmond,,,
1841749,11:25:00,11:26:00,R40-1,22,Richmond,,,
1841749,11:28:00,11:29:00,R50-1,23,Richmond,,,
1841749,11:33:00,11:36:00,R60-1,24,Richmond,,,
1841750,10:39:00,10:39:00,W40-3,0,,,,
1841750,10:43:00,10:44:00,Y10-2,1,,,,
1841750,10:46:00,10:46:00,Y10-2,2,,,,
1841750,10:49:00,10:49:00,W30-2,3,San Francisco / Richmond,,,
1841750,10:52:00,10:53:00,W20-2,4,San Francisco / Richmond,,,
1841750,10:55:00,10:56:00,W10-2,5,San Francisco / Richmond,,,
1841750,10:59:00,11:00:00,M90-2,6,Richmond,,,
1841750,11:03:00,11:03:00,M80-2,7,Richmond,,,
1841750,11:05:00,11:06:00,M70-2,8,Richmond,,,
1841750,11:08:00,11:08:00,M60-2,9,Richmond,,,
1841750,11:10:00,11:10:00,M50-2,10,Richmond,,,
1841750,11:12:00,11:13:00,M40-2,11,Richmond,,,
1841750,11:14:00,11:15:00,M30-2,12,Richmond,,,
1841750,11:16:00,11:16:00,M20-2,13,Richmond,,,
1841750,11:17:00,11:18:00,M16-2,14,Richmond,,,
1841750,11:24:00,11:25:00,M10-2,15,Richmond,,,
1841750,11:28:00,11:29:00,K10-1,16,Richmond,,,
1841750,11:30:00,11:31:00,K20-1,17,Richmond,,,
1841750,11:34:00,11:35:00,K30-1,18,Richmond,,,
1841750,11:38:00,11:38:00,R10-1,19,Richmond,,,
1841750,11:40:00,11:40:00,R20-1,20,Richmond,,,
1841750,11:42:00,11:43:00,R30-1,21,Richmond,,,
1841750,11:45:00,11:46:00,R40-1,22,Richmond,,,
1841750,11:48:00,11:49:00,R50-1,23,Richmond,,,
1841750,11:53:00,11:56:00,R60-1,24,Richmond,,,
1841751,10:59:00,10:59:00,W40-3,0,,,,
1841751,11:03:00,11:04:00,Y10-2,1,,,,
1841751,11:06:00,11:06:00,Y10-2,2,,,,
1841751,11:09:00,11:09:00,W30-2,3,San Francisco / Richmond,,,
1841751,11:12:00,11:13:00,W20-2,4,San Francisco / Richmond,,,
1841751,11:15:00,11:16:00,W10-2,5,San Francisco / Richmond,,,
1841751,11:19:00,11:20:00,M90-2,6,Richmond,,,
1841751,11:23:00,11:23:00,M80-2,7,Richmond,,,
1841751,11:25:00,11:26:00,M70-2,8,Richmond,,,
1841751,11:28:00,11:28:00,M60-2,9,Richmond,,,
1841751,11:30:00,11:30:00,M50-2,10,Richmond,,,
1841751,11:32:00,11:33:00,M40-2,11,Richmond,,,
1841751,11:34:00,11:35:00,M30-2,12,Richmond,,,
1841751,11:36:00,11:36:00,M20-2,13,Richmond,,,
1841751,11:37:00,11:38:00,M16-2,14,Richmond,,,
1841751,11:44:00,11:45:00,M10-2,15,Richmond,,,
1841751,11:48:00,11:49:00,K10-1,16,Richmond,,,
1841751,11:50:00,11:51:00,K20-1,17,Richmond,,,
1841751,11:54:00,11:55:00,K30-1,18,Richmond,,,
1841751,11:58:00,11:58:00,R10-1,19,Richmond,,,
1841751,12:00:00,12:00:00,R20-1,20,Richmond,,,
1841751,12:02:00,12:03:00,R30-1,21,Richmond,,,
1841751,12:05:00,12:06:00,R40-1,22,Richmond,,,
1841751,12:08:00,12:09:00,R50-1,23,Richmond,,,
1841751,12:13:00,12:16:00,R60-1,24,Richmond,,,
1841752,11:19:00,11:19:00,W40-3,0,,,,
1841752,11:23:00,11:24:00,Y10-2,1,,,,
1841752,11:26:00,11:26:00,Y10-2,2,,,,
1841752,11:29:00,11:29:00,W30-2,3,San Francisco / Richmond,,,
1841752,11:32:00,11:33:00,W20-2,4,San Francisco / Richmond,,,
1841752,11:35:00,11:36:00,W10-2,5,San Francisco / Richmond,,,
1841752,11:39:00,11:40:00,M90-2,6,Richmond,,,
1841752,11:43:00,11:43:00,M80-2,7,Richmond,,,
1841752,11:45:00,11:46:00,M70-2,8,Richmond,,,
1841752,11:48:00,11:48:00,M60-2,9,Richmond,,,
1841752,11:50:00,11:50:00,M50-2,10,Richmond,,,
1841752,11:52:00,11:53:00,M40-2,11,Richmond,,,
1841752,11:54:00,11:55:00,M30-2,12,Richmond,,,
1841752,11:56:00,11:56:00,M20-2,13,Richmond,,,
1841752,11:57:00,11:58:00,M16-2,14,Richmond,,,
1841752,12:04:00,12:05:00,M10-2,15,Richmond,,,
1841752,12:08:00,12:09:00,K10-1,16,Richmond,,,
1841752,12:10:00,12:11:00,K20-1,17,Richmond,,,
1841752,12:14:00,12:15:00,K30-1,18,Richmond,,,
1841752,12:18:00,12:18:00,R10-1,19,Richmond,,,
1841752,12:20:00,12:20:00,R20-1,20,Richmond,,,
1841752,12:22:00,12:23:00,R30-1,21,Richmond,,,
1841752,12:25:00,12:26:00,R40-1,22,Richmond,,,
1841752,12:28:00,12:29:00,R50-1,23,Richmond,,,
1841752,12:33:00,12:36:00,R60-1,24,Richmond,,,
1841753,11:39:00,11:39:00,W40-3,0,,,,
1841753,11:43:00,11:44:00,Y10-2,1,,,,
1841753,11:46:00,11:46:00,Y10-2,2,,,,
1841753,11:49:00,11:49:00,W30-2,3,San Francisco / Richmond,,,
1841753,11:52:00,11:53:00,W20-2,4,San Francisco / Richmond,,,
1841753,11:55:00,11:56:00,W10-2,5,San Francisco / Richmond,,,
1841753,11:59:00,12:00:00,M90-2,6,Richmond,,,
1841753,12:03:00,12:03:00,M80-2,7,Richmond,,,
1841753,12:05:00,12:06:00,M70-2,8,Richmond,,,
1841753,12:08:00,12:08:00,M60-2,9,Richmond,,,
1841753,12:10:00,12:10:00,M50-2,10,Richmond,,,
1841753,12:12:00,12:13:00,M40-2,11,Richmond,,,
1841753,12:14:00,12:15:00,M30-2,12,Richmond,,,
1841753,12:16:00,12:16:00,M20-2,13,Richmond,,,
1841753,12:17:00,12:18:00,M16-2,14,Richmond,,,
1841753,12:24:00,12:25:00,M10-2,15,Richmond,,,
1841753,12:28:00,12:29:00,K10-1,16,Richmond,,,
1841753,12:30:00,12:31:00,K20-1,17,Richmond,,,
1841753,12:34:00,12:35:00,K30-1,18,Richmond,,,
1841753,12:38:00,12:38:00,R10-1,19,Richmond,,,
1841753,12:40:00,12:40:00,R20-1,20,Richmond,,,
1841753,12:42:00,12:43:00,R30-1,21,Richmond,,,
1841753,12:45:00,12:46:00,R40-1,22,Richmond,,,
1841753,12:48:00,12:49:00,R50-1,23,Richmond,,,
1841753,12:53:00,12:56:00,R60-1,24,Richmond,,,
1841754,11:59:00,11:59:00,W40-3,0,,,,
1841754,12:03:00,12:04:00,Y10-2,1,,,,
1841754,12:06:00,12:06:00,Y10-2,2,,,,
1841754,12:09:00,12:09:00,W30-2,3,San Francisco / Richmond,,,
1841754,12:12:00,12:13:00,W20-2,4,San Francisco / Richmond,,,
1841754,12:15:00,12:16:00,W10-2,5,San Francisco / Richmond,,,
1841754,12:19:00,12:20:00,M90-2,6,Richmond,,,
1841754,12:23:00,12:23:00,M80-2,7,Richmond,,,
1841754,12:25:00,12:26:00,M70-2,8,Richmond,,,
1841754,12:28:00,12:28:00,M60-2,9,Richmond,,,
1841754,12:30:00,12:30:00,M50-2,10,Richmond,,,
1841754,12:32:00,12:33:00,M40-2,11,Richmond,,,
1841754,12:34:00,12:35:00,M30-2,12,Richmond,,,
1841754,12:36:00,12:36:00,M20-2,13,Richmond,,,
1841754,12:37:00,12:38:00,M16-2,14,Richmond,,,
1841754,12:44:00,12:45:00,M10-2,15,Richmond,,,
1841754,12:48:00,12:49:00,K10-1,16,Richmond,,,
1841754,12:50:00,12:51:00,K20-1,17,Richmond,,,
